@relation "myrelation"
@attribute txt string
@attribute classatr {positive,negative,neutral}

@data'
'MarzhSultanbay @DanaTlegenova Марж не смотрелавот и интересно) столько говорилистыдно смотрет даже((', positive
'надо чтото скачать для радио на сегодня может подскажете? ) #RT please )', positive
'Наконец то моя подруга приехала и я теперь могу её обнять )', positive
'Наконецто я зарегестрировалась )', positive
'наконецто я проснулась ДОБРОЕ УТРО D', positive
'Напел тему из Крёстного отца и SoundHound её с первого раза опознал Удивлён )', positive
'написала )', positive
'Немного вздремнул ) http//tco/U68smFFzEJ', positive
'Немного осталось Меньше 2ух недель )', positive
'Немного свежего воздуха мне не повредит ) (@ ПокровскоеСтрешнево) [pic] http//tco/7wAuGlzq1Q', positive
'ну классненько я проспала пойду к 3 уроку D', positive
'Ну ладно хоть погода хорошая )', positive
'Ну очень счастливая собака ) http//tco/8tCRvI8cUU', positive
'Ну раз я Томми тогда я люблю пиво девушекДа кого я обманываю??? Я Томми Джо  Самый добрый милый ласковый и я вообще пуп земли D Ок', positive
'Ну может найдется какаянибудь шлюхаэкстрималка которая завернет Эдику D', positive
'Нужно уже признать что я просто не хочу работать Уже два часа не могу сесть и ответить на вакансию Вместо этого читаю tumblr D', positive
'Нюхалз как у тебя дела то D', positive
'О высоких отношениях ) http//tco/wPBcgl8HJ8', positive
'ОбедКак звучита?)))', positive
'Ободранный коленки теплая крыша и необычные виды на родную улицу  назад в детство )', positive
'Обожаю симметричные газоны Но английские сады всё же больше люблю ) http//tco/G12JNooJDk', positive
'Общественный туалет на ж/д вокзале ) /  / Вопервых сравнивая кабинки  хочется чтобы все кабинки стали как для http//tco/9Glk0LnqHp', positive
'Одежда  это одно из моих украшений а украшения я люблю )', positive
'Одногруппница пришла с фингалом D', positive
'Ой ништячковый сочееек )', positive
'Ой извините Цитаты великих людей D', positive
'ой ну и последнюю ) http//tco/C8Gg2pCIBn', positive
'Октябрьский ты кто такой? Давай до свидания D', positive
'Оленька Что сидишь? Я Работаю О Зачем? Я задумавшись Не знаю %) О Тогда пошли пить кофе Люблю свою работу Иногда )', positive
'Оль вот прикинь он накидается и мама придет в 11 D', positive
'Ом  ом  ом сейчас на географии Ничего не делаем сидим и дурачимся D', positive
'Он бегал за каждой юбкой И все бы ничего но дело было в Шотландии )', positive
'ОНА ПРИГОТОВИТ БЛИНЧИКИ D', positive
'Они вернулись ) RT @mediamediatwi Журналистика и кошки  6 http//tco/j4eYcGT5g7', positive
'Опа нихуя иди сюда нахуй D http//tco/vwSQPalh6d', positive
'Опять зима наступила D Ну а хули Сибирь же)', positive
'Оронд толгойд гэрт 1 л х?н байвал зохилтой гэж орос ?г байна D', positive
'Отдых  это наркотик как только начинаешь работать тут же начинается ломка! ) http//tco/dINUcBDk4a', positive
'отличная поездка ) http//tco/C30m0ZDbwC', positive
'отлично потягали железо! Заряд бодрости и крепости духа на весь день! Мир! )', positive
'отфолловил не взаимных но взаимным очень рад #followback only homo sapiens )', positive
'ох уж эта свадьба пела и плясала в итоге я  еле встала )', positive
'Ох эта Кабардинка )', positive
'охереть выхожу сегодня  а трава уже зелёная и цветы растут ! 00 я офигела я такая внимательная )', positive
'Очень интересный тест Сильное совпадение ) Вот как делают такие тесты? http//tco/gpUJxpvS6a', positive
'Очень тронула эта цитата )', positive
'Очередная красивая аватарка от НяшиНаташи )', positive
'Очередной понедельнкпятница )', positive
'Палина Видел вчера новость дня? ) / Палина В троллейбусах омска появился бесплатный вайфай от билайн / snip  http//tco/Wx3fQN74gv', positive
'пары жесткого залипания D', positive
'Пейзажи с коровами моя слабость ) http//tco/LWxk5H9g0E', positive
'Пепе сатылат » Жал жакшы оюнчу эле @nurmatove ге окшогон )  http//tco/dg5c091bJe', positive
'Первый раз услышала как в Питере Финляндию называют Трансландией )', positive
'переводим предложения) ох ноу! ай финк айм гоинг ту мисс май флайт!!D', positive
'передаю привет 9«Б» из кроватки )', positive
'Переписываюсь по работе с Клэр Поттер Выносит мозг )', positive
'песня про баню ну зачем &gt&lt что я сделала не так D', positive
'Пилить гифку? D', positive
'По жостику уставать и засыпать в любые свободные 10 минут это да я могу ) лучше всего спать на репах и в перерывах матча )', positive
'по истории 4 получилпо царски D', positive
'По сообщению вицеминистра транспорта и коммуникаций цены на сотовую связь в РК были снижены благодаря Tele2 RT ) http//tco/rcpGSoc0qA', positive
'Повышение квалификации переподготовка кадров муниципальной службы 202 800р )', positive
'Подозрительные тени за окном ))) http//tco/Ul61paIGY6', positive
'пойду посмотрю сериал что ли D', positive
'Пойду с любимым прогуляюсь D', positive
'пока музычку включил http//tco/vcwhbiPPZt приходите на мое радио ) #RadioLDF', positive
'Полночи придумывала имена своему будущему коту К утру все забыла и не выспалась )', positive
'Получила поздравления из прошлого В СанФранциско все еще вечер воскресенья )', positive
'Помню както парни ржали над моей папкопланшетом Смотри какая у нее записная книжка D', positive
'Понедельник  как кот подкрадывается незаметно! ) Тем не менее с добрым утром ребята! http//tco/1AWz1gn8QI', positive
'Понедельник день тяжелый ) http//tco/JkdKW3z9HA', positive
'Понедельник после праздников На мПлощадь революции очередь из желающих потереть псу нос )', positive
'понедельник трудный день D', positive
'После таких насыщенных выходных очень сложно вливаться в работу )', positive
'После этой пары экономики   желание свалить из России стало ещё больше D', positive
'Последний урокура!) Приду домойлягу спать)', positive
'Последним уроком физкультура на улице пойти или нет? D', positive
'Потекла девка D', positive
'Привеет )', positive
'Привет Украинский безлимитный мобильный интернет! )', positive
'Придумал занятие на сегодня ) @stpatrick53 заезжай как проснешься )', positive
'прикольно D http//tco/Qg6pV2oik7', positive
'Пришел в лицей на уроки через 8 минут уже отпустили) классно день идет', positive
'Пришла домой от врача )по мучали меня на славу )', positive
'Приятно когда у тебя есть возможность разбудить половину нашей страны )', positive
'ПЯТИШЛАШКИ D', positive
'пятый билет выучила )', positive
'Радует что папа забрал нас )', positive
'разговаривать в тви находясь на расстоянии вытянутой руки? МОГУ УМЕЮ ПРАКТИКУЮ D /о', positive
'Рано встанешь  много успеешь )', positive
'Расскажу сейчас какая я )', positive
'Рассказывали стихи Фасоль даже фамилию свою забыла D', positive
'Регина всех палит )', positive
'Репетиція )', positive
'Русск яз Бессоюзные предложения Учитель какие отношения между частями?  любовные Хахаха Деркаааач )', positive
'Русский реп  это отборное дерьмо а вот русский рок  это прелесть 3 Особенно КиШ )', positive
'рюкзачок )))))) http//tco/iomz5YQTNV', positive
'с @KristinaShego идём на школьный огород )', positive
'с Днём Рождения @acidyprince ^^ желаю тебе многомного конфет и сладкой ваты всего самого тёплого и пушистого D', positive
'С днем рождения Ильхом!!! Пусть (в соответствии с твоим именем) у тебя всегда будет вдохновение творить благородные дела! Enactus КРСУ )', positive
'С добрым солнечным утром )', positive
'С добрым утром ))', positive
'С добрым утром! если конечно оно у вас доброе )', positive
'С добрым утром друзья! Пусть эта неделя принесет вам только положительные эмоции  ) http//tco/Kjq9QVyaX4', positive
'с каких то пор начала понимать и любить физику D', positive
'С Олегом шли из больницынам на встречу парень в шляпе и очках!Он в 15 школе учится!Вот откуда ганстеры берутся!Из пятнарика!!!D', positive
'С первым понастоящему рабочим днем вас друзья! ) Работайте в удовольствие! http//tco/ZJ4EZPqfDc', positive
'С праздником! )) RT @SmallBusinessRu А между тем праздники продолжаются! С Днем Черноморского флота друзья! #новости', positive
'С этим человеком у меня есть все Я получаю гамму эмоций даже порой его ненавижу Но черт возьми как же потом приятно мириться!)', positive
'С Юлей на биологии D Вот так мы и учимся D http//tco/aoreBWKMfg', positive
'С две недели до экзаменов В вот теперь я хочу в армию D', positive
'Сама любовь ) http//tco/q4RmbzMZsk', positive
'Сами вы снег! Это небо до слез радуется за меня! А мне нельзя  я в линзах )', positive
'Самостоятельная по истории  это так неожиданно D', positive
'Сахарозаменитель  чудовещь Теперь я могу пить хоть сколько кофе и не толстеть D', positive
'сашка и витька пидрилы )))))))))))))))))))))', positive
'Сведений про пробки нету да и заметно что нагрузка минимальная отдыхает народ )', positive
'Сгораю от нетерпения )', positive
'сделала на телефоне ) все равно им не пользуюсь пусть будет красивым http//tco/ftiuNQNw7v', positive
'Сегодня встреча с Марией йоу урааа )', positive
'СЕГОДНЯ ДЕНЬ ВОЕННОГО МОРСКОГО ФЛОТА!) ВСЕХ МОРЯКОВ С ПРОФЕССИОНАЛЬНЫМ ПРАЗДНИКОМ!)) ВСЕГО ВАМ САМОГО НАИЛУЧШЕГО!) http//tco/DIREpERL9p', positive
'сегодня мама узнала сколько у меня будильников на утро и через сколько минут они звонят на повторе D', positive
'сегодня теплосолнышко)планирую вечером побегать)посмотрим что будет завтра)))', positive
'Сегодня целый день ) http//tco/SZtEACi9Ma', positive
'Сегодня например так ) http//tco/A5C0NOaTp5', positive
'Сезон вентилятора открыт ) http//tco/Dk4IkKKQkx', positive
'Слезки капают от цветочков вот такая ванильная аллергия D', positive
'Слово дня  селедкаа D', positive
'Словоблудие  пустые бессодержательные разговоры праздная болтовня ))))', positive
'Смотри со мной на небо)))', positive
'Смотрим на уроке английского Операция Ы D', positive
'смотрю Черепашки Ниндзя по 2x2 D', positive
'СНЕЕЕГ ССКА СНЕЕЕЕЕЕЕЕГ! БЛЯБЛЯБЛЯ! СНЕЕЕЕГ ** НЕСОМНЕННО ЭТО ПРИВЕТ МНЕ )', positive
'Снееееег!!! )', positive
'снова здесь! )', positive
'Снова смотрим фильм на биологии D', positive
'совсем охуевшие D', positive
'Соолнышко! Классная #погода в #питере аж #жить хочется! D #sunshine #summer #sun #sunnydays #sunrays… http//tco/mAlFyjCxl2', positive
'Соскучились поди без ссылочек моих ежедневных?) Их сегодня будет думаю)', positive
'сотрясение жопы D', positive
'спасибо #1D за уважение в глазах декана D', positive
'Спасибо дорогая Света! )) http//tco/Alhbf3oEvR', positive
'спец прошла ) дальше заниматься', positive
'Спросонья чуть не насыпал в кофе карри вместо корицы D', positive
'Сразу видно в нашем кабинете сидят не рожавшие Ну вот на этой штуке лежат младенцы а сверху две перекладины )', positive
'срез по математике!думаю что напишу )', positive
'Срочно кофе! А то 5 часов сна мне все же маловато )', positive
'Стакан молока на завтрак!  200 Раз пресса!  За 3 недели до лета начал спортивный образ жизни!!  ))', positive
'Стань красив и нежен с носком свежим )', positive
'Стою такая вся ненакрашенная с мокрыми волосами и тут звонок в домофон Шарифуллина сервиз хочет оставить D', positive
'сукаааа D', positive
'суперу  повешать страдаю приступами необосно )))', positive
'Сургууль т?гс??д ажилд орсон цагаас л амьдрал эхэлсэн гэж хараад байгаа P', positive
'существуют такие девушки которых даже с помощью алкоголя не развести на секс а вот с помощью вкусной еды может быть может быть D', positive
'Счастье  это когда ты делаешь людей счастливыми ))) http//tco/AEo8GbeEnv', positive
'Сыровяленая колбаса планируется Говядина свиное сало Ардбег специи чеснок ) http//tco/IQznZeaLkD', positive
'Так лень идти в универ D', positive
'так всё друзья не расслабляться только в постоянном движении вперёд залог прогрессивного развития залог успеха вперёд )', positive
'Такто у нас на Урале летом вообще тепломожно ходить в расстегнутом пуховике D', positive
'Такая погода сегодня у нас в Швеции ) http//tco/h7LczqOmyZ', positive
'Такая хорошая погодахотела пойти погулять но не с кем ) ну и ладнотогда посплю немножкои срску сделаю', positive
'Такие личности можно встретить в автобусе это просто шандец!) Настрой на все 100 ))', positive
'Такое легкое и спокойное настроение ) все идет так как надо Все отлично даже ! )Сдам экзаменыпоступлю волноваться то вроде и нечего )', positive
'Твиттерчдийн маань нэг нь ийм бичлэг хийсэн байсныг олж ?злээ Хэн гэдгийг нь ?зээрэй хэлсэн ?гийг нь сонсоорой ) http//tco/WyJAzN9bYd', positive
'ТЕБЕ КУКУРУЗУ И ТЕБЕ КУКУРУЗУ ВСЕМ КУКУРУЗЫ! (с) Хрущев D', positive
'Тепло! ) http//tco/T6q8uxZFJm', positive
'Терминатор жжет ))) http//tco/6t1zUxfU1b', positive
'Терпеть не могу одевать весной платье когда белые ноги!! Автозагар мое спасение )', positive
'Типичный мой обед ) http//tco/VWpoTgubj0', positive
'тогда мне нужно тренироваться в два раза усерднее ибо което должен соснуть )', positive
'только мой папа может подскользнутся прокатиться вдоль дороги встатьвстряхнутся и сказать  чуть не упал D', positive
'ТОП10 постов майских праздников Тепло шашлыки птички поют… ну какие еще интернеты?) Чтобы вы ничего http//tco/PqsoRW5rGm #foto', positive
'Траллела ты меня траллела! D', positive
'тут какой то #ВечернийПиар в украинских трендах может и меня пропиарят а то так фолловеров новых много хочется )', positive
'Тут тоже много лесов если отъехать ) Открытых для сбора Правда говорят нельзя собирать в промышленных масштабах', positive
'ты ее любишь?  и че! )', positive
'Ты обязательно встретишь человека который будет понимать тебя с полуслова )', positive
'Тэгэхээр юугсэн ?г бхнуу дурлаад бай л гсн ?г бхнээшд )))', positive
'тюльпаны! ) http//tco/kn1tzmib0i', positive
'У #WindowsAzure есть сеРверная Европа )) http//tco/m9L4hyECWO', positive
'У Вани самая упоротая фотка хДДД Ему можно он упорот D', positive
'у всех в классе  обновления по сотовым ну все теперь пизда пиздатое творенье блять D', positive
'У всех уроки а мы? А мы жрееем D http//tco/DA8rgjU6En', positive
'У Даши как всегда Не понос дак золотухаD http//tco/6z6iMi6hmC', positive
'У нас на следующем уроке кр по химии а я даже не знала D', positive
'У нас такие отношения У нас у каждой кличка Лав стории )', positive
'У пингвина все таки есть коленки ) http//tco/DWDxItlhAm', positive
'у тебя усыну тутчутокпучок маленькийахххааахххаах вот такой?D', positive
'У Эшл1 якась баба нова? Чи це мужик? D', positive
'Уважаемые дачники вернитесь обратно на свои прекрасные дачи пожалуйста! )', positive
'Угараем с ребятами D', positive
'удачикстати мне нравится твой почерк #вообщевтему D', positive
'Украсьте стены спальни семейными фотографиями и каждое утро станет для вас добрым ) http//tco/xH1x8K2N9s', positive
'Ураа с инстаграм все норм )', positive
'Урааааааа!!!!я батя ващееее!!D', positive
'Уряяяя! Наконецто  РАБОТА!!!!!!! )', positive
'Ус уухын хэрэгцээ нь юу вэ? @DrAnuudari Маш нарийн тайлбарласан байна ) хэрэгжvvлээрэй ) http//tco/Azzbv7R5hV', positive
'Утро в пробках Мммм Какое забытое не скажу что приятное чувство ))))', positive
'Утро понедельника должно быть добрым!  Бодрого утра #brestby ))', positive
'Ух ты ктото купил моего грустного лиса ) http//tco/6vSslATyh4', positive
'Уххх сегодня по истории экзамен Удачи мне D', positive
'Учить англ стоит хотя бы ради того чтобы читать твиты пендостана и туманного альбиона Ну и Поттера в оригинале D', positive
'Учу На Пианино Dont Stop Me Now Надеюсь Фредди В гробу не перевернётся ) #musicpiano', positive
'фак D http//tco/flhdF91MTp', positive
'Фига я скорость развиваю кстати  Я обогнала автобус и запыхавшись но села в него D', positive
'фОрзац и домОвая книга что ты делаешь русский язык?!)', positive
'ФОРТУНА НА МОЕЙ СТОРОНЕ!!!!)))))))', positive
'Хорошо когда в автобусах есть WiFi D', positive
'хорошо что никто не читал черновики моих сообщений D', positive
'хорошо что я поехала Поделились по командам с нами Артем будет с кем повздорить )', positive
'Хотя меня это совсем не касается я  школу 2года назад закончил D', positive
'хотя нет сначала мне завтра а потом четверг )', positive
'Хоум свит хоум ) Завтра уроки по 40 минут ) ) ) Будем придумывать песни к будущему сольнику D', positive
'Хочется сгонять еще раз в кривое?D — Хочу http//tco/DXsuvBxkaI', positive
'Хочу в кино сильно сильно!  Ехалите )', positive
'Хочу вырвать Даше Кучаровой гланды что бы её прекрасный голос стал ещё лучше ! D', positive
'Хочу ЛЕТО!!! ХОЧУ ХОЧУ ХОЧУ!!! )', positive
'хочу побольше читателей )', positive
'Царь трапезничать желают ) Обеденный перерыв', positive
'Чей это тут такой красавчик? D http//tco/BvB18i4DK7', positive
'человек не может стоить каждый бесценен!!!!!!!!!!!!!!!!!!)', positive
'через 3 часа привезут игрушку )) http//tco/xGY1ZQuJaa', positive
'Через окно круто прыгать D', positive
'Чет вы со Светкой сегодня упоротые были) — Ахахаха какой английский?D http//tco/Bv98qxxZH6', positive
'чет давно не тусили и не с кем а вроде и не хочется с другой стороны хочется потому что тогда настроение будет лучше D', positive
'Четыре танка и один танкист )', positive
'Читаем сочинение Регины пишем мой фанфик говорим о Данте Алигьери и играем! Только мы так можем делать )', positive
'читаю его на tumblr / невероятный человек!! ) Space Oddity http//tco/JVZ8db2BPw', positive
'что Алёна любит больше всего на свете? спать что Алёна сделала? проспала пару ) ай да я', positive
'Что может быть лучше такого позитивного утреннего кофе?) http//tco/ix3nqzZXpl', positive
'Что только в Сибири не увидишь )', positive
'Шекспир красавчик!) http//tco/tjvapEtm9s', positive
'Школа отстой!D', positive
'Щас контрольная будет D а я ничего не знаю D', positive
'Это было очень сложно его сделать но он работаетна радость всем нам ))', positive
'Это все просто ахуенное дерьмо )', positive
'это ж сколько чести обсуждать меняникчемное существо сея мира D', positive
'Это типо  goedemorgen )', positive
'этой ночью  я так крепко спалачто даже не слышалакак приехала @MalikaTosh среди ночи)) Слава Богу! ))', positive
'Этот безумно неловкий момент когда у тебя в Рекомендациях Аудиозаписей один Чемодааан ))', positive
'Эту сучка ко мне щас придёт ))', positive
'Юки хочет Рича D', positive
'Юки я тебя люблю А ТЕ НЕКАНОНЫ ВСЕ ЕЩЕ ЕБУТСЯ У МЕНЯ В ГОЛОВЕ D', positive
'Юлин вайфай )', positive
'Я #упоролась D', positive
'Я еще толком не разобралась как здесь все устроено Надеюсь я быстро все пойму )', positive
'Я ЗНАЮ ЧТО ВСЁ  БУДЕТ ХОРОШО)', positive
'Я и моя новая стрижка!) ) http//tco/bDrQ1GoBwl', positive
'я в душе я бабочка(с) цитата ебанная! Спасибо Бодряку! D', positive
'Я скучаю по тебе )', positive
'я счастлив когда вижу тебя) — ) http//tco/jkRdS1ZItM', positive
'я теперь поняла к чему тот тви )', positive
'Я художник ) http//tco/x5nGWBrKJB', positive
'Явно намечается тенденция к сумасшествию или легкому помешательству надо больше выплескивать неадеквата в твиттер наверное )', positive
'Ярик хорош в этом деле D', positive
'“@GaraninaDasha так много желающих во @flatsoft )) кажется весь ИТИС туда собрался” @ItisKFU тема!', positive
'
