ID: 7.0, actual: positive, predicted: positive
ID: 7.0, actual: positive, predicted: positive
ID: 8.0, actual: positive, predicted: positive
ID: 18.0, actual: positive, predicted: positive
ID: 33.0, actual: positive, predicted: positive
ID: 20.0, actual: positive, predicted: positive
ID: 8.0, actual: positive, predicted: positive
ID: 121.0, actual: positive, predicted: positive
ID: 20.0, actual: positive, predicted: neutral
ID: 60.0, actual: positive, predicted: neutral
15395
31931

Results
======

Correctly Classified Instances       15395               48.2133 %
Incorrectly Classified Instances     16536               51.7867 %
Kappa statistic                          0.2278
Mean absolute error                      0.3643
Root mean squared error                  0.5034
Relative absolute error                 81.9647 %
Root relative squared error            106.7908 %
Total Number of Instances            31931     

